"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1000344,1,"18-29 yrs","Male","Lower or intermediate","Liberal Party (C)","Against EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1008679,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","For EU Membership",31,"53%","51%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","53%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1008288,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",58,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",0
1004305,3,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",11,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1000714,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",15,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1005335,5,"30-59 yrs","Male","Lower or intermediate",NA,"Against EU Membership",42,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1007183,4,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",27,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1003182,7,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",142,"47%","70%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","47%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1002784,5,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",54,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",0
1009529,5,"60 yrs and above","Male","Higher","Progress Party (FR)","Against EU Membership",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1001675,5,"60 yrs and above","Male","Higher","Christian Democracts (C)","Against EU Membership",96,"85%","70%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","85%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1001113,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Don't know",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%",NA,"Not shown","Not shown","Shown
size of majority",1
1005358,5,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",133,"35%","55%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","35%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1001666,5,"30-59 yrs","Male","Higher","Christian Democracts (C)","Against EU Membership",1,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1008218,4,"30-59 yrs","Male","Higher","Christian Democracts (C)","Against EU Membership",8,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1002190,6,"60 yrs and above","Female","Higher","Progress Party (FR)","Against EU Membership",15,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1006629,5,"60 yrs and above","Male","Higher","Red Party (FL)","Against EU Membership",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1006866,2,"30-59 yrs","Male","Higher","Conservative Party (CR)","Against EU Membership",46,"47%","70%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","47%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002274,6,"60 yrs and above","Female","Higher","Labour Party (CL)","For EU Membership",95,"53%","70%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","53%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006951,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",87,"53%","55%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","53%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1000433,5,"60 yrs and above","Male","Higher","Socialist Left (L)","For EU Membership",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1009798,2,"30-59 yrs","Male","Higher","Progress Party (FR)","For EU Membership",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1008887,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Against EU Membership",142,"47%","70%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","47%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007255,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",61,"35%","blank","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","35%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",0
1001928,3,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",102,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1004969,1,"18-29 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",10,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1001635,2,"30-59 yrs","Female","Higher","Green Party (C)","Don't know",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1005480,5,"30-59 yrs","Female","Lower or intermediate","Green Party (C)","Against EU Membership",52,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001045,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",123,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",0
1007178,3,"30-59 yrs","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",89,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1006982,2,"30-59 yrs","Male","Higher","Conservative Party (CR)","Against EU Membership",19,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1002527,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",5,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1007228,4,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",103,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006873,1,"18-29 yrs","Female","Lower or intermediate","Agrarian Party (C)","Don't know",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1007960,7,"60 yrs and above","Female","Lower or intermediate","Agrarian Party (C)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1002896,4,"30-59 yrs","Female","Lower or intermediate","Progress Party (FR)","Against EU Membership",9,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1007447,6,"60 yrs and above","Female","Lower or intermediate","Socialist Left (L)","For EU Membership",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1006839,6,"60 yrs and above","Male","Higher","Red Party (FL)","Against EU Membership",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1000165,5,"30-59 yrs","Male","Higher","Progress Party (FR)","Don't know",87,"53%","55%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","53%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1000765,6,"60 yrs and above","Male","Lower or intermediate",NA,"Against EU Membership",143,"53%","70%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","53%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1003013,4,"30-59 yrs","Female","Higher","Progress Party (FR)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1003354,3,"30-59 yrs","Male","Higher",NA,"For EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1000773,3,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",56,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007814,4,"30-59 yrs","Female","Higher","Conservative Party (CR)","For EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1008398,2,"30-59 yrs","Male","Higher",NA,"For EU Membership",52,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1002275,6,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",33,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1008011,2,"30-59 yrs","Female","Higher","Socialist Left (L)","Don't know",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1008352,5,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",68,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1000429,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",20,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1007110,1,"18-29 yrs","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",80,"85%","51%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","85%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006352,6,"60 yrs and above","Male","Higher","Labour Party (CL)","For EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
